"","Country","Area","Waterbody.Type","Date","Ammonia..mg.l.","Biochemical.Oxygen.Demand..mg.l.","Dissolved.Oxygen..mg.l.","Orthophosphate..mg.l.","pH..ph.units.","Temperature..cel.","Nitrogen..mg.l.","Nitrate..mg.l.","CCME_Values","CCME_WQI"
"20114","Ireland","Galway Bay North, Shindilla","Lake",2017-02-05,0.038,1.4,4.914,0.025,6.85,16.6,1.422,1.3,100,"Excellent"
"20115","Ireland","Galway Bay North, Shindilla","Lake",2017-02-02,0.038,1.4,11.6841033830144,0.025,6.8,17.75,1.422,1.3,100,"Excellent"
"20116","Ireland","Galway Bay North, Shindilla","Lake",2017-02-08,0.038,1.4,4.94775,0.025,6.4,10.9,1.422,1.3,100,"Excellent"
"20117","Ireland","Galway Bay North, Shindilla","Lake",2018-02-14,0.038,1.4,4.97925,0.025,6.75,5.65,1.422,1.3,100,"Excellent"
"20118","Ireland","Galway Bay North, Shindilla","Lake",2018-02-15,0.038,1.4,5.05575,0.025,6.65,6.75,1.422,1.3,100,"Excellent"
"20119","Ireland","Galway Bay North, Shindilla","Lake",2018-02-18,0.038,1.4,5.31,0.025,6.6,11.95,1.422,1.3,100,"Excellent"
"20120","Ireland","Galway Bay North, Shindilla","Lake",2018-02-18,0.038,1.4,4.9455,0.025,7,18.85,1.422,1.3,100,"Excellent"
"20121","Ireland","Galway Bay North, Shindilla","Lake",2018-02-23,0.038,1.4,4.842,0.025,6.7,16.85,1.422,1.3,100,"Excellent"
"20122","Ireland","Galway Bay North, Shindilla","Lake",2018-02-08,0.038,1.4,4.80825,0.025,6.7,9.45,1.422,1.3,100,"Excellent"
"20123","Ireland","Galway Bay North, Shindilla","Lake",2019-02-15,0.031,1.4,11.6841033830144,0.025,6.55,8.55,1.422,1.3,100,"Excellent"
"20124","Ireland","Galway Bay North, Shindilla","Lake",2019-02-07,0.0215,1.4,4.8105,0.025,6.6,5.5,1.422,1.3,100,"Excellent"
"20125","Ireland","Galway Bay North, Shindilla","Lake",2019-02-07,0.02,1.4,11.6841033830144,0.025,6.6,7.7,1.422,1.3,100,"Excellent"
"20126","Ireland","Galway Bay North, Shindilla","Lake",2019-02-04,0.038,1.4,5.02875,0.025,6.6,8.05,1.422,1.3,100,"Excellent"
"20127","Ireland","Galway Bay North, Shindilla","Lake",2019-02-09,0.026,1.4,4.94325,0.025,6.6,11.35,1.422,1.3,100,"Excellent"
"20128","Ireland","Galway Bay North, Shindilla","Lake",2019-02-13,0.038,1.4,4.968,0.025,6.8,14.2,1.422,1.3,100,"Excellent"
"20129","Ireland","Galway Bay North, Shindilla","Lake",2019-02-04,0.038,1.4,5.07375,0.025,7.25,17.9,1.422,1.3,100,"Excellent"
"20130","Ireland","Galway Bay North, Shindilla","Lake",2019-02-08,0.024,1.4,11.6841033830144,0.025,7.1,17.95,1.422,1.3,100,"Excellent"
"20131","Ireland","Galway Bay North, Shindilla","Lake",2019-02-12,0.0245,1.4,4.941,0.025,6.65,15.55,1.422,1.3,100,"Excellent"
"20132","Ireland","Galway Bay North, Shindilla","Lake",2019-02-24,0.02,1.4,11.6841033830144,0.025,6.75,11.1,1.422,1.3,100,"Excellent"
"20133","Ireland","Galway Bay North, Shindilla","Lake",2019-02-07,0.038,1.4,11.6841033830144,0.025,6.9,8.25,1.422,1.3,100,"Excellent"
"20134","Ireland","Galway Bay North, Shindilla","Lake",2019-02-05,0.038,1.4,5.51475,0.025,6.5,7.55,1.422,1.3,100,"Excellent"
"20135","Ireland","Galway Bay North, Shindilla","Lake",2020-02-19,0.038,1.4,5.07375,0.025,6.55,6.85,1.422,1.3,100,"Excellent"
"20136","Ireland","Galway Bay North, Shindilla","Lake",2020-02-24,0.038,1.4,5.166,0.025,6.8,8.2,1.422,1.3,100,"Excellent"
"20137","Ireland","Galway Bay North, Shindilla","Lake",2020-02-07,0.038,1.4,4.9185,0.025,6.7,9.4,1.422,1.3,100,"Excellent"
"20138","Ireland","Galway Bay North, Shindilla","Lake",2020-02-09,0.038,1.4,11.6841033830144,0.025,6.8,14.9,1.422,1.3,100,"Excellent"
"20139","Ireland","Galway Bay North, Shindilla","Lake",2020-02-11,0.03,1.4,11.6841033830144,0.025,7,9.95,1.422,1.3,100,"Excellent"
"20140","Ireland","Galway Bay North, Shindilla","Lake",2021-02-03,0.038,1.4,11.6841033830144,0.025,6.7,7.25,1.422,1.3,100,"Excellent"
"20141","Ireland","Galway Bay North, Shindilla","Lake",2021-02-24,0.038,1.4,5.0805,0.025,8.05,8.4,1.422,1.3,100,"Excellent"
"20142","Ireland","Galway Bay North, Shindilla","Lake",2021-02-07,0.02,1.4,5.265,0.025,7.35,9.25,1.422,1.3,100,"Excellent"
"20143","Ireland","Galway Bay North, Shindilla","Lake",2021-02-01,0.029,1.4,11.6841033830144,0.025,7.35,17.85,1.422,1.3,100,"Excellent"
"20144","Ireland","Galway Bay North, Shindilla","Lake",2021-02-25,0.0275,1.4,11.6841033830144,0.025,6.9,18.05,1.422,1.3,100,"Excellent"
"20145","Ireland","Galway Bay North, Shindilla","Lake",2021-02-17,0.038,1.4,4.8015,0.025,8,10.5,1.422,1.3,100,"Excellent"
"20146","Ireland","Galway Bay North, Shindilla","Lake",2022-02-19,0.0355,1.4,11.6841033830144,0.025,6.6,6.7,1.422,1.3,100,"Excellent"
"20147","Ireland","Galway Bay North, Shindilla","Lake",2022-02-10,0.055,1.4,5.0985,0.025,6.4,6.85,1.422,1.3,100,"Excellent"
"20148","Ireland","Galway Bay North, Shindilla","Lake",2022-02-10,0.038,1.4,5.1075,0.025,6.7,6.3,1.422,1.3,100,"Excellent"
"20149","Ireland","Galway Bay North, Shindilla","Lake",2022-02-27,0.038,1.4,4.9725,0.025,6.9,10.05,1.422,1.3,100,"Excellent"
"20150","Ireland","Galway Bay North, Shindilla","Lake",2022-02-04,0.022,1.4,11.6841033830144,0.025,7.65,14.55,1.422,1.3,100,"Excellent"
"20151","Ireland","Galway Bay North, Shindilla","Lake",2022-02-02,0.038,1.4,11.6841033830144,0.025,6.35,15.45,1.422,1.3,100,"Excellent"
"20152","Ireland","Galway Bay North, Shindilla","Lake",2022-02-14,0.0485,1.4,11.6841033830144,0.025,7,18.45,1.422,1.3,100,"Excellent"
"20153","Ireland","Galway Bay North, Shindilla","Lake",2022-02-18,0.0555,1.4,4.64625,0.025,6.55,17.55,0.2,0.205,100,"Excellent"
"20154","Ireland","Galway Bay North, Shindilla","Lake",2022-02-07,0.038,1.4,11.6841033830144,0.025,7.4,17.45,1.422,1.3,100,"Excellent"
"20155","Ireland","Galway Bay North, Shindilla","Lake",2022-02-12,0.034,1.4,5.0175,0.025,7.15,13.6,1.422,1.3,100,"Excellent"
"20156","Ireland","Galway Bay North, Shindilla","Lake",2022-02-10,0.02,1.4,4.90725,0.025,6.75,10.2,1.422,1.3,100,"Excellent"
"20157","Ireland","Galway Bay North, Shindilla","Lake",2022-02-07,0.033,1.4,11.6841033830144,0.025,7.7,7.75,1.422,1.3,100,"Excellent"
"20158","Ireland","Galway Bay North, Shindilla","Lake",2023-02-16,0.038,1.4,11.6841033830144,0.025,6.7,8.7,1.422,1.3,100,"Excellent"
"20159","Ireland","Galway Bay North, Shindilla","Lake",2023-02-02,0.0205,1.4,11.6841033830144,0.025,6.45,7,1.422,1.3,100,"Excellent"
"20160","Ireland","Galway Bay North, Shindilla","Lake",2023-02-12,0.038,1.4,4.923,0.025,6.65,7.7,1.422,1.3,100,"Excellent"
"20161","Ireland","Galway Bay North, Shindilla","Lake",2023-02-13,0.03,1.4,4.93425,0.025,6.95,17.15,1.422,1.3,100,"Excellent"
"20162","Ireland","Galway Bay North, Shindilla","Lake",2023-02-17,0.038,1.4,11.6841033830144,0.025,7.15,17.85,1.422,1.3,100,"Excellent"
"20163","Ireland","Mal Bay, Doo CE","Lake",2009-02-27,0.014,1.4,4.9725,0.01,6.35,6.5,0.24,1.3,100,"Excellent"
"20164","Ireland","Mal Bay, Doo CE","Lake",2009-02-26,0.08,1.4,11.6841033830144,0.01,6.5,9.3,0.2,1.3,100,"Excellent"
"20165","Ireland","Mal Bay, Doo CE","Lake",2009-02-24,0.035,1.4,4.02435,0.0105,6.7,11.7,0.2,1.3,100,"Excellent"
"20166","Ireland","Mal Bay, Doo CE","Lake",2009-02-19,0.038,1.4,11.6841033830144,0.01,7.4,17.1,0.2,1.3,100,"Excellent"
"20167","Ireland","Mal Bay, Doo CE","Lake",2009-02-20,0.08,1.4,11.6841033830144,0.01,7.2,17.1,0.02,1.3,100,"Excellent"
"20168","Ireland","Mal Bay, Doo CE","Lake",2009-02-17,0.04,1.4,11.6841033830144,0.01,6.7,15.35,0.2,1.3,100,"Excellent"
"20169","Ireland","Mal Bay, Doo CE","Lake",2009-02-22,0.06,1.4,4.311,0.01,6.7,12.7,0.02,1.3,100,"Excellent"
"20170","Ireland","Mal Bay, Doo CE","Lake",2009-02-18,0.025,1.4,4.517325,0.01,6.6,5.1,0.11,1.3,100,"Excellent"
"20171","Ireland","Mal Bay, Doo CE","Lake",2010-02-17,0.038,1.4,11.6841033830144,0.025,7.1,3.4,0.12,0.115,100,"Excellent"
"20172","Ireland","Mal Bay, Doo CE","Lake",2010-02-23,0.038,1.4,5.1165,0.025,6.75,6.7,0.13,0.133,100,"Excellent"
"20173","Ireland","Mal Bay, Doo CE","Lake",2010-02-24,0.038,1.4,5.44725,0.025,6.4,17.15,1.422,1.3,100,"Excellent"
"20174","Ireland","Mal Bay, Doo CE","Lake",2010-02-20,0.038,1.4,5.37525,0.025,7.1,16.55,1.422,1.3,100,"Excellent"
"20175","Ireland","Mal Bay, Doo CE","Lake",2010-02-24,0.038,1.4,11.6841033830144,0.025,6.4,16.05,1.422,1.3,100,"Excellent"
"20176","Ireland","Mal Bay, Doo CE","Lake",2010-02-28,0.038,1.4,4.689,0.025,6.7,13.7,1.422,1.3,100,"Excellent"
"20177","Ireland","Mal Bay, Doo CE","Lake",2010-02-22,0.038,1.4,4.84425,0.025,6.85,6.65,1.422,1.3,100,"Excellent"
"20178","Ireland","Mal Bay, Doo CE","Lake",2011-02-15,0.038,1.4,11.6841033830144,0.0145,6.15,5.75,0.16,0.1595,100,"Excellent"
"20179","Ireland","Mal Bay, Doo CE","Lake",2011-02-21,0.038,1.4,4.88025,0.025,6.5,8.4,0.19,0.195,100,"Excellent"
"20180","Ireland","Mal Bay, Doo CE","Lake",2011-02-23,0.038,1.4,5.202,0.025,5.8,12.25,0.115,0.117,100,"Excellent"
"20181","Ireland","Mal Bay, Doo CE","Lake",2011-02-27,0.038,1.4,5.19975,0.025,6.1,14.95,1.422,1.3,100,"Excellent"
"20182","Ireland","Mal Bay, Doo CE","Lake",2011-02-18,0.038,1.4,4.92075,0.025,7.5,14.65,1.422,1.3,100,"Excellent"
"20183","Ireland","Mal Bay, Doo CE","Lake",2011-02-19,0.038,1.4,11.6841033830144,0.025,7.2,13.4,1.422,1.3,100,"Excellent"
"20184","Ireland","Mal Bay, Doo CE","Lake",2011-02-15,0.038,1.4,4.7745,0.025,6.15,10.7,1.422,1.3,100,"Excellent"
"20185","Ireland","Mal Bay, Doo CE","Lake",2012-02-20,0.038,1.4,11.6841033830144,0.012,7.25,7.1,0.19,0.1935,100,"Excellent"
"20186","Ireland","Mal Bay, Doo CE","Lake",2012-02-27,0.038,1.4,11.6841033830144,0.025,6.65,10.5,1.422,1.3,100,"Excellent"
"20187","Ireland","Mal Bay, Doo CE","Lake",2012-02-22,0.038,1.4,4.81725,0.025,7.45,13.15,0.11,0.113,100,"Excellent"
"20188","Ireland","Mal Bay, Doo CE","Lake",2012-02-19,0.038,1.4,11.6841033830144,0.025,6.95,15.75,1.422,1.3,100,"Excellent"
"20189","Ireland","Mal Bay, Doo CE","Lake",2012-02-24,0.038,1.4,11.6841033830144,0.025,6.9,17.2,1.422,1.3,100,"Excellent"
"20190","Ireland","Mal Bay, Doo CE","Lake",2012-02-21,0.038,1.4,4.49775,0.025,7.15,18.3,0.15,0.152,100,"Excellent"
"20191","Ireland","Mal Bay, Doo CE","Lake",2012-02-25,0.038,1.4,4.4055,0.025,6.45,12.7,1.422,1.3,100,"Excellent"
"20192","Ireland","Mal Bay, Doo CE","Lake",2012-02-20,0.038,1.4,11.6841033830144,0.025,7.3,8.6,0.145,0.1445,100,"Excellent"
"20193","Ireland","Mal Bay, Doo CE","Lake",2013-02-19,0.038,1.4,4.91175,0.025,6.75,7.35,1.422,1.3,100,"Excellent"
"20194","Ireland","Mal Bay, Doo CE","Lake",2013-02-26,0.038,1.4,5.21775,0.017,7.15,5.5,1.422,0.109,100,"Excellent"
"20195","Ireland","Mal Bay, Doo CE","Lake",2013-02-23,0.038,1.4,5.18625,0.025,6.85,11.7,1.422,1.3,100,"Excellent"
"20196","Ireland","Mal Bay, Doo CE","Lake",2013-02-25,0.038,1.4,11.6841033830144,0.025,6.9,14.6,1.422,1.3,100,"Excellent"
"20197","Ireland","Mal Bay, Doo CE","Lake",2013-02-27,0.038,1.4,11.6841033830144,0.025,6.45,17.1,0.303,0.303,100,"Excellent"
"20198","Ireland","Mal Bay, Doo CE","Lake",2013-02-23,0.038,1.4,4.8285,0.025,6.5,14.7,0.145,0.145,100,"Excellent"
"20199","Ireland","Mal Bay, Doo CE","Lake",2013-02-19,0.038,1.4,11.6841033830144,0.012,6.6,7.9,1.422,1.3,100,"Excellent"
"20200","Ireland","Mal Bay, Doo CE","Lake",2014-02-25,0.038,1.4,4.66425,0.024,6.85,5.7,0.13,0.13,100,"Excellent"
"20201","Ireland","Mal Bay, Doo CE","Lake",2014-02-25,0.038,1.4,4.905,0.025,7.65,7.25,0.18,0.183,100,"Excellent"
"20202","Ireland","Mal Bay, Doo CE","Lake",2014-02-27,0.038,1.4,11.6841033830144,0.014,6.45,14.35,0.175,0.176,100,"Excellent"
"20203","Ireland","Mal Bay, Doo CE","Lake",2014-02-24,0.038,1.4,11.6841033830144,0.025,8.45,19.45,1.422,1.3,100,"Excellent"
"20204","Ireland","Mal Bay, Doo CE","Lake",2014-02-28,0.038,1.4,11.6841033830144,0.025,8.45,19.4,1.422,1.3,100,"Excellent"
"20205","Ireland","Mal Bay, Doo CE","Lake",2014-02-26,0.038,1.4,4.35825,0.025,6.7,17,1.422,1.3,100,"Excellent"
"20206","Ireland","Mal Bay, Doo CE","Lake",2014-02-25,0.038,1.4,5.05125,0.025,7.55,13.8,1.422,1.3,100,"Excellent"
"20207","Ireland","Mal Bay, Doo CE","Lake",2015-02-27,0.038,1.4,11.6841033830144,0.023,7.05,6.7,1.422,1.3,100,"Excellent"
"20208","Ireland","Mal Bay, Doo CE","Lake",2015-02-26,0.038,1.4,5.0445,0.013,6.6,13.8,1.422,1.3,100,"Excellent"
"20209","Ireland","Mal Bay, Doo CE","Lake",2015-02-23,0.038,1.4,5.0175,0.0125,6.75,15.65,1.422,1.3,100,"Excellent"
"20210","Ireland","Mal Bay, Doo CE","Lake",2015-02-25,0.038,1.4,4.779,0.025,6.3,15.45,1.422,1.3,100,"Excellent"
"20211","Ireland","Mal Bay, Doo CE","Lake",2015-02-23,0.038,1.4,4.32225,0.025,6.25,8.4,1.422,1.3,100,"Excellent"
"20212","Ireland","Mal Bay, Doo CE","Lake",2015-02-14,0.038,1.4,11.6841033830144,0.0275,6.05,8,0.11,0.112,100,"Excellent"
"20213","Ireland","Mal Bay, Doo CE","Lake",2016-02-02,0.038,1.4,4.905,0.013,6.85,6.35,1.422,1.3,100,"Excellent"
"20214","Ireland","Mal Bay, Doo CE","Lake",2016-02-24,0.038,1.4,5.06025,0.029,6.45,6.5,1.422,1.3,100,"Excellent"
"20215","Ireland","Mal Bay, Doo CE","Lake",2016-02-23,0.038,1.4,4.8915,0.025,5.95,7.5,1.422,1.3,100,"Excellent"
"20216","Ireland","Mal Bay, Doo CE","Lake",2016-02-19,0.038,1.4,4.77675,0.025,7,14.4,1.422,1.3,100,"Excellent"
"20217","Ireland","Mal Bay, Doo CE","Lake",2016-02-23,0.0205,1.4,4.58775,0.025,6.65,16.7,1.422,1.3,100,"Excellent"
"20218","Ireland","Mal Bay, Doo CE","Lake",2016-02-02,0.021,1.4,11.6841033830144,0.025,6.7,17.4,1.422,1.3,100,"Excellent"
"20219","Ireland","Mal Bay, Doo CE","Lake",2016-02-17,0.038,1.4,4.806,0.025,6.9,17.15,1.422,1.3,100,"Excellent"
"20220","Ireland","Mal Bay, Doo CE","Lake",2016-02-21,0.0325,1.4,4.53375,0.025,6.65,14.45,1.422,1.3,100,"Excellent"
"20221","Ireland","Mal Bay, Doo CE","Lake",2016-02-22,0.12,1.4,4.7115,0.025,6.95,6.5,1.422,1.3,100,"Excellent"
"20222","Ireland","Mal Bay, Doo CE","Lake",2017-02-27,0.028,1.4,4.76325,0.025,6.65,7.5,1.422,1.3,100,"Excellent"
"20223","Ireland","Mal Bay, Doo CE","Lake",2017-02-15,0.034,1.4,4.76325,0.011,6.55,9.35,1.422,1.3,100,"Excellent"
"20224","Ireland","Mal Bay, Doo CE","Lake",2017-02-10,0.038,1.4,11.6841033830144,0.025,6.95,14.7,1.422,1.3,100,"Excellent"
"20225","Ireland","Mal Bay, Doo CE","Lake",2017-02-06,0.038,1.4,11.6841033830144,0.025,6.85,15.4,1.422,1.3,100,"Excellent"
"20226","Ireland","Mal Bay, Doo CE","Lake",2017-02-17,0.038,1.4,11.6841033830144,0.025,7.05,18.1,1.422,1.3,100,"Excellent"
"20227","Ireland","Mal Bay, Doo CE","Lake",2017-02-21,0.035,1.4,4.6935,0.025,6.7,16.1,1.422,1.3,100,"Excellent"
"20228","Ireland","Mal Bay, Doo CE","Lake",2017-02-11,0.027,1.4,4.734,0.025,6.7,14.7,1.422,1.3,100,"Excellent"
"20229","Ireland","Mal Bay, Doo CE","Lake",2017-02-13,0.0305,1.4,5.33475,0.025,6.6,9.5,1.422,1.3,100,"Excellent"
"20230","Ireland","Mal Bay, Doo CE","Lake",2018-02-15,0.038,1.4,4.8285,0.025,6.35,4.65,1.422,1.3,100,"Excellent"
"20231","Ireland","Mal Bay, Doo CE","Lake",2018-02-15,0.038,1.4,11.6841033830144,0.025,6.4,4.25,1.422,1.3,100,"Excellent"
"20232","Ireland","Mal Bay, Doo CE","Lake",2018-02-21,0.038,1.4,4.88475,0.025,6.9,14.55,1.422,1.3,100,"Excellent"
"20233","Ireland","Mal Bay, Doo CE","Lake",2018-02-18,0.0445,1.4,4.74525,0.025,6.95,16.2,1.422,1.3,100,"Excellent"
"20234","Ireland","Mal Bay, Doo CE","Lake",2018-02-16,0.038,1.4,4.5675,0.025,6.9,19.85,1.422,1.3,100,"Excellent"
"20235","Ireland","Mal Bay, Doo CE","Lake",2018-02-14,0.038,1.4,4.752,0.025,7,18.2,1.422,1.3,100,"Excellent"
"20236","Ireland","Mal Bay, Doo CE","Lake",2018-02-17,0.02,1.4,5.0265,0.025,6.4,14.95,1.422,1.3,100,"Excellent"
"20237","Ireland","Mal Bay, Doo CE","Lake",2018-02-14,0.0275,1.4,4.84425,0.025,6.7,8.9,0.23,0.23,100,"Excellent"
"20238","Ireland","Mal Bay, Doo CE","Lake",2019-02-04,0.0245,1.4,11.6841033830144,0.011,6.35,5.35,1.422,1.3,100,"Excellent"
"20239","Ireland","Mal Bay, Doo CE","Lake",2019-02-04,0.038,1.4,5.571,0.025,6.45,9.2,1.422,1.3,100,"Excellent"
"20240","Ireland","Mal Bay, Doo CE","Lake",2019-02-07,0.026,1.4,4.806,0.01,6.65,12.45,1.422,1.3,100,"Excellent"
"20241","Ireland","Mal Bay, Doo CE","Lake",2019-02-04,0.023,1.4,4.93425,0.025,6.8,14.3,1.422,1.3,100,"Excellent"
"20242","Ireland","Mal Bay, Doo CE","Lake",2019-02-15,0.038,1.4,4.221,0.025,7,20.2,1.422,1.3,100,"Excellent"
"20243","Ireland","Mal Bay, Doo CE","Lake",2019-02-13,0.0375,1.4,4.65975,0.025,7.15,17.6,1.422,1.3,100,"Excellent"
"20244","Ireland","Mal Bay, Doo CE","Lake",2019-02-09,0.0275,1.4,4.5045,0.025,6.85,15.35,1.422,1.3,100,"Excellent"
"20245","Ireland","Mal Bay, Doo CE","Lake",2019-02-11,0.027,1.4,11.6841033830144,0.025,6.65,7.7,1.422,1.3,100,"Excellent"
"20246","Ireland","Mal Bay, Doo CE","Lake",2020-02-05,0.024,1.4,5.0085,0.01,6.7,6.15,0.76,0.76,100,"Excellent"
"20247","Ireland","Mal Bay, Doo CE","Lake",2020-02-03,0.028,1.4,4.86675,0.025,6.5,5.15,1.422,1.3,100,"Excellent"
"20248","Ireland","Mal Bay, Doo CE","Lake",2020-02-11,0.038,1.4,11.6841033830144,0.025,6.4,16.25,1.422,1.3,100,"Excellent"
"20249","Ireland","Mal Bay, Doo CE","Lake",2020-02-15,0.0365,1.4,4.96125,0.025,6.8,17.65,1.422,1.3,100,"Excellent"
"20250","Ireland","Mal Bay, Doo CE","Lake",2020-02-15,0.02,1.4,4.896,0.025,6.7,15.8,1.422,1.3,100,"Excellent"
"20251","Ireland","Mal Bay, Doo CE","Lake",2020-02-05,0.038,1.4,11.6841033830144,0.025,6.6,17.35,1.422,1.3,100,"Excellent"
"20252","Ireland","Mal Bay, Doo CE","Lake",2020-02-03,0.027,1.4,4.52475,0.025,6.2,16.4,1.422,1.3,100,"Excellent"
"20253","Ireland","Mal Bay, Doo CE","Lake",2020-02-05,0.021,1.4,4.8735,0.01,6.6,8.45,1.422,1.3,100,"Excellent"
"20254","Ireland","Mal Bay, Doo CE","Lake",2021-02-08,0.038,1.4,5.02425,0.011,6.35,5.25,0.25,0.25,100,"Excellent"
"20255","Ireland","Mal Bay, Doo CE","Lake",2021-02-15,0.026,1.4,5.49225,0.025,7,10.9,1.422,1.3,100,"Excellent"
"20256","Ireland","Mal Bay, Doo CE","Lake",2021-02-02,0.0435,1.4,4.959,0.025,6.9,14.4,1.422,1.3,100,"Excellent"
"20257","Ireland","Mal Bay, Doo CE","Lake",2021-02-21,0.038,1.4,5.157,0.025,7.8,24.95,1.422,1.3,100,"Excellent"
"20258","Ireland","Mal Bay, Doo CE","Lake",2021-02-12,0.0505,1.4,11.6841033830144,0.025,7,16.85,1.422,1.3,100,"Excellent"
"20259","Ireland","Mal Bay, Doo CE","Lake",2021-02-22,0.0805,1.4,11.6841033830144,0.025,6.65,16.75,1.422,1.3,100,"Excellent"
"20260","Ireland","Mal Bay, Doo CE","Lake",2021-02-07,2.277,1.4,4.72275,7.1,6.65,13.5,0.51,0.51,44.9793234311922,"Poor"
"20261","Ireland","Mal Bay, Doo CE","Lake",2021-02-01,0.042,1.4,4.743,0.013,6.75,7.6,0.66,0.66,100,"Excellent"
"20262","Ireland","Mal Bay, Doo CE","Lake",2022-02-08,0.021,1.4,11.6841033830144,0.0135,6.4,9.3,1.422,1.3,100,"Excellent"
"20263","Ireland","Mal Bay, Doo CE","Lake",2022-02-15,0.038,1.4,5.17275,0.01,6.7,7.05,1.422,1.3,100,"Excellent"
"20264","Ireland","Mal Bay, Doo CE","Lake",2022-02-21,0.038,1.4,4.9545,0.025,7.95,10.85,1.422,1.3,100,"Excellent"
"20265","Ireland","Mal Bay, Doo CE","Lake",2022-02-21,0.038,1.4,5.60025,0.025,6.8,19.45,1.422,1.3,100,"Excellent"
"20266","Ireland","Mal Bay, Doo CE","Lake",2022-02-24,0.11,1.4,4.91175,0.025,7.8,19.35,1.422,1.3,100,"Excellent"
"20267","Ireland","Mal Bay, Doo CE","Lake",2022-02-01,0.024,1.4,4.73175,0.025,7.15,17.65,0.26,0.26,100,"Excellent"
"20268","Ireland","Mal Bay, Doo CE","Lake",2022-02-19,0.043,1.4,4.896,0.025,6.85,11.85,0.2,0.2,100,"Excellent"
"20269","Ireland","Mal Bay, Doo CE","Lake",2022-02-05,0.027,1.4,11.6841033830144,0.012,6.95,7.7,1.422,1.3,100,"Excellent"
"20270","Ireland","Mal Bay, Doo CE","Lake",2023-02-08,0.038,1.4,11.6841033830144,0.012,6.15,7.25,1.422,1.3,100,"Excellent"
"20271","Ireland","Mal Bay, Doo CE","Lake",2023-02-08,0.021,1.4,5.00175,0.025,7.4,6.6,0.21,1.3,100,"Excellent"
"20272","Ireland","Mal Bay, Doo CE","Lake",2023-02-04,0.038,1.4,4.8735,0.025,6.75,12.55,1.422,1.3,100,"Excellent"
"20273","Ireland","Mal Bay, Doo CE","Lake",2023-02-01,0.038,1.4,11.6841033830144,0.025,6.8,17.15,1.422,1.3,100,"Excellent"
"20274","Ireland","Mal Bay, Doo CE","Lake",2023-02-06,0.025,1.4,4.8195,0.025,7,16.25,1.422,1.3,100,"Excellent"
"20275","Ireland","Mal Bay, Doo CE","Lake",2023-02-03,0.0535,1.4,5.01525,0.025,7.2,17.55,1.422,1.3,100,"Excellent"
"20276","Ireland","Mal Bay, Keagh","Lake",2009-02-24,0.03,1.4,3.9852,0.01,6.1,13.1,0.2,1.3,100,"Excellent"
"20277","Ireland","Mal Bay, Keagh","Lake",2009-02-18,0.03,1.4,11.6841033830144,0.018,6.6,18.3,0.2,1.3,100,"Excellent"
"20278","Ireland","Mal Bay, Keagh","Lake",2009-02-28,0.02,1.4,11.6841033830144,0.015,6.4,13.8,0.2,1.3,100,"Excellent"
"20279","Ireland","Mal Bay, Keagh","Lake",2010-02-28,0.038,1.4,5.112,0.025,7.7,13.5,1.422,1.3,100,"Excellent"
"20280","Ireland","Mal Bay, Keagh","Lake",2010-02-20,0.038,1.4,5.301,0.028,7.4,18.8,0.14,0.142,100,"Excellent"
"20281","Ireland","Mal Bay, Keagh","Lake",2010-02-24,0.038,1.4,5.4225,0.014,7.9,16.4,1.422,1.3,100,"Excellent"
"20282","Ireland","Mal Bay, Keagh","Lake",2010-02-19,0.038,1.4,5.0625,0.031,6.8,12.9,1.422,1.3,100,"Excellent"
"20283","Ireland","Mal Bay, Keagh","Lake",2011-02-27,0.038,1.4,5.1975,0.021,5.5,16.5,1.422,1.3,100,"Excellent"
"20284","Ireland","Mal Bay, Keagh","Lake",2011-02-18,0.038,1.4,4.6935,0.014,6.8,16,1.422,1.3,100,"Excellent"
"20285","Ireland","Mal Bay, Keagh","Lake",2011-02-25,0.038,1.4,11.6841033830144,0.025,8,11.8,0.49,0.488,100,"Excellent"
"20286","Ireland","Mal Bay, Keagh","Lake",2012-02-23,0.038,1.4,5.733,0.025,6.1,10.7,0.17,0.178,100,"Excellent"
"20287","Ireland","Mal Bay, Keagh","Lake",2012-02-24,0.038,1.4,4.4325,0.025,7,17.1,1.422,1.3,100,"Excellent"
"20288","Ireland","Mal Bay, Keagh","Lake",2012-02-21,0.038,1.4,4.7115,0.025,6.2,17.6,1.422,1.3,100,"Excellent"
"20289","Ireland","Mal Bay, Keagh","Lake",2013-02-27,0.038,1.4,11.6841033830144,0.025,6.1,17.8,1.422,1.3,100,"Excellent"
"20290","Ireland","Mal Bay, Keagh","Lake",2014-02-22,0.038,1.4,4.9905,0.013,6.6,13.8,1.422,1.3,100,"Excellent"
"20291","Ireland","Mal Bay, Keagh","Lake",2014-02-28,0.038,1.4,4.9815,0.025,6.2,18.5,1.422,1.3,100,"Excellent"
"20292","Ireland","Mal Bay, Keagh","Lake",2014-02-26,0.038,1.4,4.8735,0.025,6,17.1,1.422,1.3,100,"Excellent"
"20293","Ireland","Mal Bay, Keagh","Lake",2015-02-28,0.038,1.4,4.905,0.012,6.9,10.4,1.422,1.3,100,"Excellent"
"20294","Ireland","Mal Bay, Keagh","Lake",2015-02-20,0.038,1.4,5.3955,0.015,5.9,15.9,1.422,1.3,100,"Excellent"
"20295","Ireland","Mal Bay, Keagh","Lake",2015-02-25,0.038,1.4,11.6841033830144,0.025,6.6,14.5,1.422,1.3,100,"Excellent"
